game_season,game_result,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,pf,tov,pts,plus_minus
41,W (+14),32:51,5,15,.333,2,9,.222,2,3,.667,0,4,4,2,0,0,2,2,14,+13
42,W (+39),28:36,7,12,.583,3,5,.600,2,3,.667,1,4,5,7,2,1,2,3,19,+26
43,W (+10),35:33,6,17,.353,3,11,.273,5,6,.833,0,7,7,7,1,1,5,2,20,+13
44,W (+2),36:25,9,18,.500,5,10,.500,2,2,1.000,1,3,4,2,2,0,2,2,25,-9
45,W (+7),36:10,8,19,.421,5,14,.357,3,3,1.000,0,5,5,4,4,2,3,2,24,+5
46,L (-22),32:37,10,24,.417,5,14,.357,7,7,1.000,1,6,7,2,0,0,2,1,32,-10
47,W (+2),36:14,12,23,.522,10,16,.625,2,2,1.000,0,6,6,7,2,0,1,3,36,+6
48,L (-6),35:42,9,18,.500,5,11,.455,2,2,1.000,0,9,9,7,1,1,3,3,25,-1
49,W (+11),35:03,5,18,.278,4,14,.286,2,3,.667,0,5,5,6,4,0,1,4,16,-4
50,L (-1),34:23,9,20,.450,4,14,.286,2,3,.667,1,5,6,4,0,0,1,3,24,+5
51,L (-7),37:23,12,33,.364,5,17,.294,4,4,1.000,1,7,8,6,0,0,1,3,33,+1
52,W (+3),35:56,10,23,.435,5,15,.333,3,3,1.000,1,3,4,2,4,0,4,2,28,+2
53,L (-33),30:51,8,16,.500,4,10,.400,3,3,1.000,0,3,3,4,1,0,3,4,23,-21
54,W (+17),34:21,6,16,.375,4,10,.400,1,2,.500,0,7,7,4,0,0,4,7,17,+20
55,L (-4),34:55,6,20,.300,4,15,.267,2,2,1.000,0,7,7,8,3,1,4,3,18,+7
56,W (+2),35:21,8,20,.400,3,9,.333,5,5,1.000,2,2,4,5,2,0,2,1,24,-3
57,W (+22),33:06,10,23,.435,5,12,.417,8,10,.800,1,6,7,3,2,0,1,4,33,+19
58,L (-6),37:15,9,25,.360,6,18,.333,1,1,1.000,1,6,7,8,3,1,3,2,25,+3
59,W (+10),32:35,12,21,.571,8,14,.571,4,5,.800,1,2,3,5,2,0,1,2,36,+15
60,W (+23),29:28,5,15,.333,5,12,.417,0,0,,1,3,4,7,1,0,3,3,15,+24
61,W (+7),35:26,9,19,.474,5,10,.500,3,3,1.000,2,7,9,3,1,0,2,4,26,+14
62,W (+15),33:23,7,20,.350,6,12,.500,8,9,.889,0,10,10,7,1,1,3,1,28,+17
63,L (-1),41:55,13,25,.520,11,19,.579,0,0,,0,3,3,5,2,0,2,2,37,+5
64,W (+47),27:28,8,14,.571,5,8,.625,4,4,1.000,0,5,5,6,2,1,0,1,25,+37
65,W (+14),30:14,6,11,.545,5,10,.500,0,0,,0,4,4,5,3,0,4,4,17,+25
66,W (+18),29:29,3,14,.214,1,9,.111,0,0,,1,9,10,7,1,0,1,2,7,+32
67,W (+6),36:06,12,21,.571,9,12,.750,7,7,1.000,1,5,6,7,0,1,1,4,40,+5
68,W (+27),29:35,11,20,.550,3,10,.300,2,2,1.000,0,5,5,4,1,1,3,0,27,+35
69,W (+9),9:25,2,4,.500,1,2,.500,0,0,,0,1,1,1,0,0,0,2,5,+1
1,L (-19),29:48,8,20,.400,2,11,.182,5,5,1.000,1,3,4,4,1,0,3,8,23,-19
2,L (-28),30:08,7,18,.389,2,9,.222,7,7,1.000,2,6,8,5,0,0,0,2,23,-30
3,W (+11),31:00,9,17,.529,4,10,.400,4,4,1.000,1,2,3,11,3,0,5,1,26,+32
4,L (-11),21:09,3,11,.273,1,7,.143,2,2,1.000,0,5,5,6,1,2,2,4,9,-13
5,L (-8),27:14,6,16,.375,3,12,.250,8,8,1.000,0,6,6,7,0,0,1,1,23,-13
